,stageSubmissionTime,launchTime,finishTime,jobId,status,stageId,name,taskId,index,attempt,executorId,duration,sojournTime,waitingTime,taskLocality,executorDeserializeTime,executorRunTime,executorCpuTime,executorDeserializeCpuTime,resultSize,gettingResultTime,jvmGcTime,resultSerializationTime,memoryBytesSpilled,diskBytesSpilled,peakExecutionMemory,bytesRead,recordsRead,readTime,locationExecId,readMethod,cachedBlock,bytesWritten, recordsWritten,shuffleRemoteBlocksFetched,shuffleLocalBlocksFetched,shuffleFetchWaitTime, remoteBytesRead,shuffleRemoteBytesReadToDisk,shuffleLocalBytesRead,shuffleRecordsRead, shuffleBytesWritten,shuffleWriteTime,shuffleRecordsWritten,stageCompletionTime,measuredRunTime
5683,1569563724083,1569563749575,1569563749613,7,-,1,count at DistributedBlocking.scala:90,6000,400,0,25,38.0,26362.0,25492.0,PROCESS_LOCAL,2.0,33.0,33435963.0,1338529.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5684,1569563724083,1569563749114,1569563749192,7,-,1,count at DistributedBlocking.scala:90,5659,59,0,14,78.0,26362.0,25031.0,PROCESS_LOCAL,2.0,73.0,73101098.0,1393483.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5685,1569563724083,1569563749544,1569563749652,7,-,1,count at DistributedBlocking.scala:90,5973,373,0,21,108.0,26362.0,25461.0,PROCESS_LOCAL,2.0,103.0,102447137.0,2449375.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5686,1569563724083,1569563750027,1569563750121,7,-,1,count at DistributedBlocking.scala:90,6314,714,0,28,94.0,26362.0,25944.0,PROCESS_LOCAL,1.0,90.0,89392861.0,1036396.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5687,1569563724083,1569563749069,1569563749212,7,-,1,count at DistributedBlocking.scala:90,5632,32,0,21,143.0,26362.0,24986.0,PROCESS_LOCAL,2.0,137.0,136813864.0,1663175.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5688,1569563724083,1569563750117,1569563750233,7,-,1,count at DistributedBlocking.scala:90,6386,786,0,8,116.0,26362.0,26034.0,PROCESS_LOCAL,2.0,111.0,111202141.0,1265714.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5689,1569563724083,1569563749125,1569563749229,7,-,1,count at DistributedBlocking.scala:90,5668,68,0,19,104.0,26362.0,25042.0,PROCESS_LOCAL,4.0,96.0,95668851.0,1424080.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5690,1569563724083,1569563749084,1569563749205,7,-,1,count at DistributedBlocking.scala:90,5641,41,0,2,121.0,26362.0,25001.0,PROCESS_LOCAL,1.0,118.0,116868609.0,1220342.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5691,1569563724083,1569563749555,1569563749741,7,-,1,count at DistributedBlocking.scala:90,5982,382,0,39,186.0,26362.0,25472.0,PROCESS_LOCAL,2.0,180.0,177838993.0,1445740.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5692,1569563724083,1569563749223,1569563749251,7,-,1,count at DistributedBlocking.scala:90,5740,140,0,11,28.0,26362.0,25140.0,PROCESS_LOCAL,1.0,23.0,22656875.0,1336529.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5693,1569563724083,1569563749698,1569563749796,7,-,1,count at DistributedBlocking.scala:90,6081,481,0,45,98.0,26362.0,25615.0,PROCESS_LOCAL,0.0,95.0,92842439.0,1119117.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5694,1569563724083,1569563750126,1569563750147,7,-,1,count at DistributedBlocking.scala:90,6395,795,0,48,21.0,26362.0,26043.0,PROCESS_LOCAL,2.0,17.0,17296788.0,1280826.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5695,1569563724083,1569563749187,1569563749250,7,-,1,count at DistributedBlocking.scala:90,5713,113,0,4,63.0,26362.0,25104.0,PROCESS_LOCAL,2.0,54.0,52671594.0,1318845.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5696,1569563724083,1569563749648,1569563749684,7,-,1,count at DistributedBlocking.scala:90,6054,454,0,38,36.0,26362.0,25565.0,PROCESS_LOCAL,1.0,28.0,25394153.0,1389360.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5697,1569563724083,1569563749234,1569563749343,7,-,1,count at DistributedBlocking.scala:90,5749,149,0,16,109.0,26362.0,25151.0,PROCESS_LOCAL,2.0,94.0,70769739.0,1443608.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5676,1569563724083,1569563749293,1569563749479,7,-,1,count at DistributedBlocking.scala:90,5785,185,0,45,186.0,26362.0,25210.0,PROCESS_LOCAL,2.0,182.0,181265334.0,1130602.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5650,1569563724083,1569563749982,1569563750067,7,-,1,count at DistributedBlocking.scala:90,6278,678,0,35,85.0,26362.0,25899.0,PROCESS_LOCAL,0.0,83.0,80356831.0,1091490.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5675,1569563724083,1569563749712,1569563749753,7,-,1,count at DistributedBlocking.scala:90,6090,490,0,9,41.0,26362.0,25629.0,PROCESS_LOCAL,2.0,36.0,36457404.0,1199960.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5673,1569563724083,1569563749135,1569563749219,7,-,1,count at DistributedBlocking.scala:90,5677,77,0,47,84.0,26362.0,25052.0,PROCESS_LOCAL,2.0,81.0,81307002.0,1184059.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5652,1569563724083,1569563749160,1569563749366,7,-,1,count at DistributedBlocking.scala:90,5695,95,0,7,206.0,26362.0,25077.0,PROCESS_LOCAL,1.0,203.0,202301306.0,1183415.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5653,1569563724083,1569563749624,1569563749638,7,-,1,count at DistributedBlocking.scala:90,6036,436,0,30,14.0,26362.0,25541.0,PROCESS_LOCAL,1.0,11.0,11009159.0,1027081.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5654,1569563724083,1569563750104,1569563750116,7,-,1,count at DistributedBlocking.scala:90,6377,777,0,43,12.0,26362.0,26021.0,PROCESS_LOCAL,2.0,7.0,7284301.0,1162759.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5655,1569563724083,1569563749179,1569563749250,7,-,1,count at DistributedBlocking.scala:90,5704,104,0,36,71.0,26362.0,25096.0,PROCESS_LOCAL,28.0,37.0,37272946.0,6671319.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5656,1569563724083,1569563749639,1569563749700,7,-,1,count at DistributedBlocking.scala:90,6045,445,0,32,61.0,26362.0,25556.0,PROCESS_LOCAL,2.0,55.0,55109696.0,1468390.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5657,1569563724083,1569563749747,1569563749790,7,-,1,count at DistributedBlocking.scala:90,6117,517,0,31,43.0,26362.0,25664.0,PROCESS_LOCAL,0.0,41.0,39856039.0,1141450.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5658,1569563724083,1569563749565,1569563749609,7,-,1,count at DistributedBlocking.scala:90,5991,391,0,46,44.0,26362.0,25482.0,PROCESS_LOCAL,0.0,41.0,39499479.0,1115543.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5659,1569563724083,1569563750047,1569563750104,7,-,1,count at DistributedBlocking.scala:90,6332,732,0,2,57.0,26362.0,25964.0,PROCESS_LOCAL,2.0,53.0,53441730.0,1127187.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5660,1569563724083,1569563749678,1569563749719,7,-,1,count at DistributedBlocking.scala:90,6072,472,0,33,41.0,26362.0,25595.0,PROCESS_LOCAL,1.0,38.0,38161359.0,879855.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5661,1569563724083,1569563749213,1569563749402,7,-,1,count at DistributedBlocking.scala:90,5731,131,0,3,189.0,26362.0,25130.0,PROCESS_LOCAL,2.0,183.0,182351157.0,1569048.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5662,1569563724083,1569563749611,1569563749628,7,-,1,count at DistributedBlocking.scala:90,6027,427,0,22,17.0,26362.0,25528.0,PROCESS_LOCAL,2.0,13.0,13134603.0,1210410.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5663,1569563724083,1569563749664,1569563749746,7,-,1,count at DistributedBlocking.scala:90,6063,463,0,20,82.0,26362.0,25581.0,PROCESS_LOCAL,2.0,78.0,78111812.0,1270532.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5664,1569563724083,1569563749205,1569563749242,7,-,1,count at DistributedBlocking.scala:90,5722,122,0,40,37.0,26362.0,25122.0,PROCESS_LOCAL,1.0,32.0,30823515.0,1547157.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5665,1569563724083,1569563749305,1569563749322,7,-,1,count at DistributedBlocking.scala:90,5794,194,0,40,17.0,26362.0,25222.0,PROCESS_LOCAL,1.0,13.0,12021996.0,1461107.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5666,1569563724083,1569563749741,1569563749845,7,-,1,count at DistributedBlocking.scala:90,6108,508,0,39,104.0,26362.0,25658.0,PROCESS_LOCAL,2.0,99.0,99404801.0,1295857.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5667,1569563724083,1569563749276,1569563749452,7,-,1,count at DistributedBlocking.scala:90,5776,176,0,8,176.0,26362.0,25193.0,PROCESS_LOCAL,1.0,172.0,171449609.0,1503856.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5668,1569563724083,1569563750064,1569563750079,7,-,1,count at DistributedBlocking.scala:90,6350,750,0,9,15.0,26362.0,25981.0,PROCESS_LOCAL,2.0,11.0,10975929.0,1368578.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5669,1569563724083,1569563750037,1569563750209,7,-,1,count at DistributedBlocking.scala:90,6323,723,0,6,172.0,26362.0,25954.0,PROCESS_LOCAL,1.0,168.0,167389285.0,1336827.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5670,1569563724083,1569563749591,1569563749636,7,-,1,count at DistributedBlocking.scala:90,6009,409,0,18,45.0,26362.0,25508.0,PROCESS_LOCAL,1.0,41.0,40912466.0,983461.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5671,1569563724083,1569563749599,1569563749667,7,-,1,count at DistributedBlocking.scala:90,6018,418,0,29,68.0,26362.0,25516.0,PROCESS_LOCAL,2.0,63.0,62884078.0,1184634.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5672,1569563724083,1569563750078,1569563750137,7,-,1,count at DistributedBlocking.scala:90,6359,759,0,9,59.0,26362.0,25995.0,PROCESS_LOCAL,2.0,54.0,54294847.0,1169360.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5674,1569563724083,1569563749148,1569563749276,7,-,1,count at DistributedBlocking.scala:90,5686,86,0,8,128.0,26362.0,25065.0,PROCESS_LOCAL,1.0,121.0,118425555.0,1353727.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5799,1569563724083,1569563749799,1569563749976,7,-,1,count at DistributedBlocking.scala:90,6149,549,0,27,177.0,26362.0,25716.0,PROCESS_LOCAL,3.0,171.0,158884473.0,1330530.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5701,1569563724083,1569563750005,1569563750010,7,-,1,count at DistributedBlocking.scala:90,6296,696,0,24,5.0,26362.0,25922.0,PROCESS_LOCAL,0.0,3.0,1635394.0,1068819.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5801,1569563724083,1569563749466,1569563749471,7,-,1,count at DistributedBlocking.scala:90,5916,316,0,31,5.0,26362.0,25383.0,PROCESS_LOCAL,2.0,1.0,839657.0,1324561.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5928,1569563724083,1569563749753,1569563749792,7,-,1,count at DistributedBlocking.scala:90,6122,522,0,38,39.0,26362.0,25670.0,PROCESS_LOCAL,1.0,36.0,34713724.0,1323782.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5929,1569563724083,1569563749155,1569563749451,7,-,1,count at DistributedBlocking.scala:90,5691,91,0,6,296.0,26362.0,25072.0,PROCESS_LOCAL,2.0,287.0,282909326.0,1369191.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5930,1569563724083,1569563749771,1569563749790,7,-,1,count at DistributedBlocking.scala:90,6131,531,0,11,19.0,26362.0,25688.0,PROCESS_LOCAL,0.0,17.0,15809759.0,1009276.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5931,1569563724083,1569563749301,1569563749555,7,-,1,count at DistributedBlocking.scala:90,5790,190,0,39,254.0,26362.0,25218.0,PROCESS_LOCAL,1.0,234.0,218475599.0,1556462.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5932,1569563724083,1569563749737,1569563749815,7,-,1,count at DistributedBlocking.scala:90,6104,504,0,36,78.0,26362.0,25654.0,PROCESS_LOCAL,0.0,75.0,73757220.0,1239713.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5933,1569563724083,1569563749569,1569563749607,7,-,1,count at DistributedBlocking.scala:90,5996,396,0,31,38.0,26362.0,25486.0,PROCESS_LOCAL,2.0,33.0,32975869.0,1220521.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5934,1569563724083,1569563750054,1569563750088,7,-,1,count at DistributedBlocking.scala:90,6337,737,0,26,34.0,26362.0,25971.0,PROCESS_LOCAL,2.0,28.0,28334677.0,1680718.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5935,1569563724083,1569563749110,1569563749134,7,-,1,count at DistributedBlocking.scala:90,5655,55,0,10,24.0,26362.0,25027.0,PROCESS_LOCAL,2.0,20.0,20114112.0,1190765.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5936,1569563724083,1569563750021,1569563750104,7,-,1,count at DistributedBlocking.scala:90,6310,710,0,43,83.0,26362.0,25938.0,PROCESS_LOCAL,2.0,79.0,79200399.0,1191222.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5937,1569563724083,1569563749579,1569563749618,7,-,1,count at DistributedBlocking.scala:90,6005,405,0,0,39.0,26362.0,25496.0,PROCESS_LOCAL,2.0,33.0,33533730.0,1451417.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5938,1569563724083,1569563749118,1569563749184,7,-,1,count at DistributedBlocking.scala:90,5664,64,0,46,66.0,26362.0,25035.0,PROCESS_LOCAL,2.0,55.0,48197627.0,1165943.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5939,1569563724083,1569563750033,1569563750090,7,-,1,count at DistributedBlocking.scala:90,6319,719,0,5,57.0,26362.0,25950.0,PROCESS_LOCAL,2.0,52.0,52512200.0,1366089.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5940,1569563724083,1569563750058,1569563750133,7,-,1,count at DistributedBlocking.scala:90,6346,746,0,34,75.0,26362.0,25975.0,PROCESS_LOCAL,2.0,71.0,70833123.0,1345690.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5941,1569563724083,1569563749548,1569563749769,7,-,1,count at DistributedBlocking.scala:90,5978,378,0,19,221.0,26362.0,25465.0,PROCESS_LOCAL,1.0,217.0,215141823.0,1307146.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5942,1569563724083,1569563749131,1569563749153,7,-,1,count at DistributedBlocking.scala:90,5673,73,0,25,22.0,26362.0,25048.0,PROCESS_LOCAL,2.0,17.0,17426680.0,1517182.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5943,1569563724083,1569563750123,1569563750137,7,-,1,count at DistributedBlocking.scala:90,6391,791,0,21,14.0,26362.0,26040.0,PROCESS_LOCAL,2.0,9.0,7601243.0,1650326.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5944,1569563724083,1569563749706,1569563749737,7,-,1,count at DistributedBlocking.scala:90,6086,486,0,7,31.0,26362.0,25623.0,PROCESS_LOCAL,0.0,29.0,27708470.0,1005445.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5945,1569563724083,1569563749229,1569563749247,7,-,1,count at DistributedBlocking.scala:90,5745,145,0,2,18.0,26362.0,25146.0,PROCESS_LOCAL,0.0,16.0,14568316.0,1165880.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5946,1569563724083,1569563749242,1569563749264,7,-,1,count at DistributedBlocking.scala:90,5754,154,0,40,22.0,26362.0,25159.0,PROCESS_LOCAL,0.0,19.0,17730256.0,1283214.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5947,1569563724083,1569563749999,1569563750008,7,-,1,count at DistributedBlocking.scala:90,6292,692,0,12,9.0,26362.0,25916.0,PROCESS_LOCAL,2.0,4.0,4366311.0,1329413.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5948,1569563724083,1569563749528,1569563749536,7,-,1,count at DistributedBlocking.scala:90,5960,360,0,32,8.0,26362.0,25445.0,PROCESS_LOCAL,2.0,3.0,3446910.0,1244964.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5927,1569563724083,1569563749718,1569563749771,7,-,1,count at DistributedBlocking.scala:90,6095,495,0,11,53.0,26362.0,25635.0,PROCESS_LOCAL,2.0,49.0,48105252.0,2310229.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5950,1569563724083,1569563750100,1569563750270,7,-,1,count at DistributedBlocking.scala:90,6373,773,0,45,170.0,26362.0,26017.0,PROCESS_LOCAL,2.0,161.0,154111236.0,1142907.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5926,1569563724083,1569563749607,1569563749747,7,-,1,count at DistributedBlocking.scala:90,6023,423,0,31,140.0,26362.0,25524.0,PROCESS_LOCAL,0.0,135.0,133550018.0,1070748.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5924,1569563724083,1569563750088,1569563750094,7,-,1,count at DistributedBlocking.scala:90,6364,764,0,26,6.0,26362.0,26005.0,PROCESS_LOCAL,2.0,2.0,2316377.0,1226435.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5903,1569563724083,1569563749691,1569563749799,7,-,1,count at DistributedBlocking.scala:90,6077,477,0,22,108.0,26362.0,25608.0,PROCESS_LOCAL,2.0,104.0,103105731.0,1254796.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5904,1569563724083,1569563749272,1569563749338,7,-,1,count at DistributedBlocking.scala:90,5772,172,0,32,66.0,26362.0,25189.0,PROCESS_LOCAL,2.0,57.0,55510061.0,1582631.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5905,1569563724083,1569563749744,1569563749806,7,-,1,count at DistributedBlocking.scala:90,6113,513,0,23,62.0,26362.0,25661.0,PROCESS_LOCAL,2.0,58.0,58454800.0,1047485.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5906,1569563724083,1569563749563,1569563749620,7,-,1,count at DistributedBlocking.scala:90,5987,387,0,35,57.0,26362.0,25480.0,PROCESS_LOCAL,0.0,52.0,50563965.0,1134401.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5907,1569563724083,1569563749095,1569563749213,7,-,1,count at DistributedBlocking.scala:90,5646,46,0,3,118.0,26362.0,25012.0,PROCESS_LOCAL,22.0,81.0,81044413.0,7403958.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5908,1569563724083,1569563749194,1569563749402,7,-,1,count at DistributedBlocking.scala:90,5718,118,0,10,208.0,26362.0,25111.0,PROCESS_LOCAL,1.0,204.0,202639695.0,1103994.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5909,1569563724083,1569563749656,1569563749695,7,-,1,count at DistributedBlocking.scala:90,6059,459,0,30,39.0,26362.0,25573.0,PROCESS_LOCAL,0.0,37.0,35652392.0,1214589.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5910,1569563724083,1569563749618,1569563749675,7,-,1,count at DistributedBlocking.scala:90,6032,432,0,3,57.0,26362.0,25535.0,PROCESS_LOCAL,2.0,45.0,41706393.0,1390747.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5911,1569563724083,1569563749209,1569563749345,7,-,1,count at DistributedBlocking.scala:90,5727,127,0,23,136.0,26362.0,25126.0,PROCESS_LOCAL,2.0,132.0,132442010.0,1200418.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5912,1569563724083,1569563749675,1569563749834,7,-,1,count at DistributedBlocking.scala:90,6068,468,0,3,159.0,26362.0,25592.0,PROCESS_LOCAL,2.0,152.0,151919841.0,1448795.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5913,1569563724083,1569563749219,1569563749246,7,-,1,count at DistributedBlocking.scala:90,5736,136,0,47,27.0,26362.0,25136.0,PROCESS_LOCAL,0.0,25.0,23671791.0,1118030.0,703,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
5914,1569563724083,1569563749312,1569563749352,7,-,1,count at DistributedBlocking.scala:90,5799,199,0,31,40.0,26362.0,25229.0,PROCESS_LOCAL,2.0,36.0,36330985.0,1276953.0,746,0.0,0,0.0,0,0.0,0,0,0,0.0,-1,-1,True,0,0,0,0,0,0,0,0,0,0,0,0,1569563750445.0,0
